,LLAVEMOD,SEXO,SEXO_HM,EDAD_V,NIV,NIVED_T,REGION,REGION_T,TLOC,p461,p462,p463,p464,p465,p466,p461_t,p462_t,p463_t,p464_t,p465_t,p466_t,t46_calif
11397,1123114101,1,M,58,2,Basic,3,Bajío,4,1,1,3,3,2,3,Always,Always,Never,Never,Sometimes,Never,7.916666666666666
11398,1123203103,2,F,56,2,Basic,1,Northwest,1,2,1,2,1,3,3,Sometimes,Always,Sometimes,Always,Never,Never,7.5
11399,1123302101,1,M,73,3,Basic,4,CDMX,1,1,1,2,3,2,2,Always,Always,Sometimes,Never,Sometimes,Sometimes,7.916666666666666
11400,1123405101,1,M,35,3,Basic,1,Northwest,1,2,1,3,2,2,1,Sometimes,Always,Never,Sometimes,Sometimes,Always,8.75
11401,1123509101,1,M,35,2,Basic,6,South,4,2,2,2,2,2,3,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Never,7.083333333333333
11402,1123616101,1,M,34,6,high School,5,South/East,2,1,2,2,1,2,1,Always,Sometimes,Sometimes,Always,Sometimes,Always,8.75
11403,1123707102,2,F,55,2,Basic,2,Northeast,3,1,1,2,2,3,2,Always,Always,Sometimes,Sometimes,Never,Sometimes,7.916666666666666
11404,1123802101,1,M,59,6,high School,5,South/East,1,1,1,1,2,3,3,Always,Always,Always,Sometimes,Never,Never,7.083333333333333
11405,1123904102,2,F,20,3,Basic,3,Bajío,1,3,2,3,1,3,2,Never,Sometimes,Never,Always,Never,Sometimes,7.5
11406,1124004101,1,M,40,8,Undergraduate,1,Northwest,1,1,1,2,2,1,1,Always,Always,Sometimes,Sometimes,Always,Always,9.166666666666666
11407,1124101102,2,F,33,3,Basic,3,Bajío,1,1,2,2,1,1,2,Always,Sometimes,Sometimes,Always,Always,Sometimes,8.75
11408,1124205102,2,F,22,3,Basic,3,Bajío,3,1,1,1,1,2,2,Always,Always,Always,Always,Sometimes,Sometimes,8.333333333333334
11409,1124303103,1,M,21,8,Undergraduate,4,CDMX,1,1,1,2,2,3,2,Always,Always,Sometimes,Sometimes,Never,Sometimes,7.916666666666666
11410,1124401102,2,F,39,3,Basic,2,Northeast,1,1,2,1,2,1,3,Always,Sometimes,Always,Sometimes,Always,Never,7.5
11411,1124518101,1,M,42,6,high School,1,Northwest,4,1,1,3,1,2,3,Always,Always,Never,Always,Sometimes,Never,8.75
11412,1124602102,2,F,42,10,Graduate,1,Northwest,1,1,1,3,1,1,1,Always,Always,Never,Always,Always,Always,10.0
11413,1124714101,1,M,34,6,high School,6,South,3,1,1,2,2,2,3,Always,Always,Sometimes,Sometimes,Sometimes,Never,7.916666666666666
11414,1124801104,1,M,39,3,Basic,1,Northwest,1,1,1,3,1,2,2,Always,Always,Never,Always,Sometimes,Sometimes,9.166666666666666
11415,1124902103,1,M,25,8,Undergraduate,3,Bajío,1,1,1,2,3,1,3,Always,Always,Sometimes,Never,Always,Never,7.916666666666666
11416,1125004101,1,M,40,3,Basic,6,South,1,1,1,2,3,2,1,Always,Always,Sometimes,Never,Sometimes,Always,8.333333333333334
11417,1125111101,1,M,77,2,Basic,3,Bajío,4,2,1,2,3,2,2,Sometimes,Always,Sometimes,Never,Sometimes,Sometimes,7.5
11418,1125201101,2,F,50,8,Undergraduate,2,Northeast,1,1,1,1,1,2,3,Always,Always,Always,Always,Sometimes,Never,7.916666666666666
11419,1125304104,2,F,22,3,Basic,3,Bajío,2,1,1,3,2,2,1,Always,Always,Never,Sometimes,Sometimes,Always,9.166666666666666
11420,1125405101,1,M,68,2,Basic,2,Northeast,3,1,1,3,2,2,3,Always,Always,Never,Sometimes,Sometimes,Never,8.333333333333334
11421,1125505101,2,F,40,6,high School,1,Northwest,1,1,1,1,1,1,3,Always,Always,Always,Always,Always,Never,8.333333333333334
11422,1125605101,2,F,63,10,Graduate,6,South,1,2,2,3,3,2,3,Sometimes,Sometimes,Never,Never,Sometimes,Never,7.083333333333333
11423,1125704102,2,F,33,8,Undergraduate,6,South,1,1,1,3,1,2,2,Always,Always,Never,Always,Sometimes,Sometimes,9.166666666666666
11424,1125805101,1,M,44,3,Basic,5,South/East,2,1,1,2,1,1,2,Always,Always,Sometimes,Always,Always,Sometimes,9.166666666666666
11425,1125917101,1,M,56,6,high School,6,South,4,2,1,2,2,3,3,Sometimes,Always,Sometimes,Sometimes,Never,Never,7.083333333333333
11426,1126010102,2,F,34,6,high School,5,South/East,4,1,1,3,1,1,3,Always,Always,Never,Always,Always,Never,9.166666666666666
11427,1126102101,2,F,28,6,high School,2,Northeast,1,1,1,3,2,3,2,Always,Always,Never,Sometimes,Never,Sometimes,8.333333333333334
11428,1126201101,2,F,37,6,high School,5,South/East,1,1,2,2,3,2,3,Always,Sometimes,Sometimes,Never,Sometimes,Never,7.083333333333333
11429,1126305102,2,F,34,2,Basic,2,Northeast,1,1,1,2,2,2,2,Always,Always,Sometimes,Sometimes,Sometimes,Sometimes,8.333333333333334
11430,1126405101,1,M,34,3,Basic,2,Northeast,1,2,2,2,1,1,2,Sometimes,Sometimes,Sometimes,Always,Always,Sometimes,8.333333333333334
11431,1126502101,1,M,35,8,Undergraduate,3,Bajío,1,1,2,2,2,2,2,Always,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,7.916666666666666
11432,1126610102,1,M,42,3,Basic,3,Bajío,4,3,1,2,2,3,3,Never,Always,Sometimes,Sometimes,Never,Never,6.666666666666666
11433,1126703101,1,M,51,6,high School,5,South/East,4,1,1,2,1,2,2,Always,Always,Sometimes,Always,Sometimes,Sometimes,8.75
11434,1126803103,2,F,19,6,high School,2,Northeast,1,1,1,2,1,3,1,Always,Always,Sometimes,Always,Never,Always,8.75
11435,1126903101,2,F,65,2,Basic,5,South/East,4,1,1,3,2,3,2,Always,Always,Never,Sometimes,Never,Sometimes,8.333333333333334
11436,1127010102,1,M,63,2,Basic,6,South,2,1,1,1,2,3,3,Always,Always,Always,Sometimes,Never,Never,7.083333333333333
11437,1127103103,2,F,18,6,high School,1,Northwest,1,2,2,2,1,1,3,Sometimes,Sometimes,Sometimes,Always,Always,Never,7.916666666666666
11438,1127202103,1,M,30,10,Graduate,3,Bajío,1,3,1,1,1,3,1,Never,Always,Always,Always,Never,Always,7.5
11439,1127303101,1,M,56,8,Undergraduate,4,CDMX,1,1,1,2,2,2,1,Always,Always,Sometimes,Sometimes,Sometimes,Always,8.75
11440,1127401101,2,F,20,3,Basic,3,Bajío,1,1,2,1,2,3,1,Always,Sometimes,Always,Sometimes,Never,Always,7.5
11441,1127504101,2,F,27,2,Basic,2,Northeast,1,1,1,2,1,2,2,Always,Always,Sometimes,Always,Sometimes,Sometimes,8.75
11442,1127616102,2,F,61,2,Basic,6,South,4,1,1,2,3,3,3,Always,Always,Sometimes,Never,Never,Never,7.083333333333333
11443,1127709101,1,M,36,0,No studies,6,South,2,1,1,2,2,3,2,Always,Always,Sometimes,Sometimes,Never,Sometimes,7.916666666666666
11444,1127802102,1,M,72,2,Basic,5,South/East,1,1,1,3,2,3,2,Always,Always,Never,Sometimes,Never,Sometimes,8.333333333333334
11445,1127904101,1,M,57,10,Graduate,1,Northwest,3,1,1,2,1,3,2,Always,Always,Sometimes,Always,Never,Sometimes,8.333333333333334
11446,1128004101,1,M,43,2,Basic,3,Bajío,1,2,2,2,1,1,3,Sometimes,Sometimes,Sometimes,Always,Always,Never,7.916666666666666
11447,1128101101,1,M,53,8,Undergraduate,2,Northeast,1,2,1,2,1,1,2,Sometimes,Always,Sometimes,Always,Always,Sometimes,8.75
11448,1128207102,1,M,30,8,Undergraduate,6,South,4,1,1,3,1,3,3,Always,Always,Never,Always,Never,Never,8.333333333333334
11449,1128311101,1,M,36,3,Basic,6,South,4,2,1,3,1,2,3,Sometimes,Always,Never,Always,Sometimes,Never,8.333333333333334
11450,1128401101,1,M,58,8,Undergraduate,2,Northeast,1,1,1,2,2,2,3,Always,Always,Sometimes,Sometimes,Sometimes,Never,7.916666666666666
11451,1128502103,2,F,76,0,No studies,3,Bajío,4,2,2,2,2,2,2,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,7.5
11452,1128602101,1,M,64,3,Basic,1,Northwest,1,1,1,1,2,3,3,Always,Always,Always,Sometimes,Never,Never,7.083333333333333
11453,1128705102,2,F,47,8,Undergraduate,6,South,3,1,1,2,2,2,3,Always,Always,Sometimes,Sometimes,Sometimes,Never,7.916666666666666
11454,1128804101,1,M,39,6,high School,5,South/East,4,1,1,3,1,3,3,Always,Always,Never,Always,Never,Never,8.333333333333334
11455,1128910103,1,M,22,6,high School,5,South/East,3,1,1,3,1,1,3,Always,Always,Never,Always,Always,Never,9.166666666666666
11456,1129003102,1,M,20,3,Basic,6,South,1,1,1,3,1,3,2,Always,Always,Never,Always,Never,Sometimes,8.75
11457,1129119103,2,F,41,3,Basic,5,South/East,4,1,1,3,1,3,2,Always,Always,Never,Always,Never,Sometimes,8.75
11458,1129209103,2,F,35,3,Basic,3,Bajío,2,1,1,3,2,3,2,Always,Always,Never,Sometimes,Never,Sometimes,8.333333333333334
11459,1129319102,1,M,60,2,Basic,6,South,4,1,1,2,3,3,3,Always,Always,Sometimes,Never,Never,Never,7.083333333333333
11460,1129405101,2,F,51,3,Basic,2,Northeast,1,1,1,2,1,2,3,Always,Always,Sometimes,Always,Sometimes,Never,8.333333333333334
11461,1129501102,1,M,38,8,Undergraduate,3,Bajío,1,2,1,2,2,2,2,Sometimes,Always,Sometimes,Sometimes,Sometimes,Sometimes,7.916666666666666
11462,1129603102,2,F,36,8,Undergraduate,2,Northeast,1,1,1,2,2,2,1,Always,Always,Sometimes,Sometimes,Sometimes,Always,8.75
11463,1129705103,1,M,40,8,Undergraduate,1,Northwest,1,1,1,2,3,3,1,Always,Always,Sometimes,Never,Never,Always,7.916666666666666
11464,1129819101,1,M,46,3,Basic,5,South/East,4,1,1,3,3,3,3,Always,Always,Never,Never,Never,Never,7.5
11465,1129903101,2,F,55,3,Basic,1,Northwest,1,1,1,2,3,3,2,Always,Always,Sometimes,Never,Never,Sometimes,7.5
11466,1130005102,2,F,59,3,Basic,5,South/East,2,1,1,2,3,3,2,Always,Always,Sometimes,Never,Never,Sometimes,7.5
11467,1130105101,1,M,38,3,Basic,1,Northwest,1,1,1,3,1,2,2,Always,Always,Never,Always,Sometimes,Sometimes,9.166666666666666
11468,1130203102,1,M,30,8,Undergraduate,2,Northeast,1,1,1,2,2,3,2,Always,Always,Sometimes,Sometimes,Never,Sometimes,7.916666666666666
11469,1130318101,1,M,86,0,No studies,3,Bajío,3,1,1,3,3,3,3,Always,Always,Never,Never,Never,Never,7.5
11470,1130414101,2,F,54,3,Basic,3,Bajío,3,1,1,3,3,3,3,Always,Always,Never,Never,Never,Never,7.5
11471,1130517101,1,M,32,3,Basic,6,South,4,1,2,1,3,3,3,Always,Sometimes,Always,Never,Never,Never,6.25
11472,1130601102,2,F,32,6,high School,2,Northeast,1,1,1,2,2,3,2,Always,Always,Sometimes,Sometimes,Never,Sometimes,7.916666666666666
11473,1130702101,1,M,77,0,No studies,6,South,4,2,1,2,2,2,3,Sometimes,Always,Sometimes,Sometimes,Sometimes,Never,7.5
11474,1130803101,1,M,62,8,Undergraduate,6,South,4,1,1,3,1,3,3,Always,Always,Never,Always,Never,Never,8.333333333333334
11475,1130902101,1,M,58,3,Basic,3,Bajío,2,1,1,1,2,1,1,Always,Always,Always,Sometimes,Always,Always,8.75
11476,1131001102,2,F,25,2,Basic,5,South/East,1,1,1,3,1,2,2,Always,Always,Never,Always,Sometimes,Sometimes,9.166666666666666
11477,1131102102,2,F,51,6,high School,2,Northeast,1,1,1,1,3,3,3,Always,Always,Always,Never,Never,Never,6.666666666666666
11478,1131219102,2,F,44,3,Basic,2,Northeast,4,1,2,3,1,2,2,Always,Sometimes,Never,Always,Sometimes,Sometimes,8.75
11479,1131314101,1,M,45,3,Basic,1,Northwest,4,1,1,2,2,3,2,Always,Always,Sometimes,Sometimes,Never,Sometimes,7.916666666666666
11480,1131402102,2,F,50,6,high School,1,Northwest,1,1,1,1,1,3,1,Always,Always,Always,Always,Never,Always,8.333333333333334
11481,1131518102,2,F,26,3,Basic,6,South,4,1,2,3,2,2,3,Always,Sometimes,Never,Sometimes,Sometimes,Never,7.916666666666666
11482,1131605101,2,F,53,8,Undergraduate,4,CDMX,1,1,1,3,2,3,1,Always,Always,Never,Sometimes,Never,Always,8.75
11483,1131704102,2,F,37,6,high School,1,Northwest,1,1,2,3,2,3,3,Always,Sometimes,Never,Sometimes,Never,Never,7.5
11484,1131805102,2,F,43,8,Undergraduate,4,CDMX,1,1,1,2,1,3,1,Always,Always,Sometimes,Always,Never,Always,8.75
11485,1131905102,2,F,51,3,Basic,3,Bajío,3,1,1,3,1,1,3,Always,Always,Never,Always,Always,Never,9.166666666666666
11486,1132020102,2,F,41,3,Basic,5,South/East,2,1,1,2,1,3,2,Always,Always,Sometimes,Always,Never,Sometimes,8.333333333333334
11487,1132103101,1,M,52,0,No studies,5,South/East,1,3,2,2,2,3,2,Never,Sometimes,Sometimes,Sometimes,Never,Sometimes,6.666666666666666
11488,1132203108,1,M,22,3,Basic,3,Bajío,3,2,1,2,2,2,1,Sometimes,Always,Sometimes,Sometimes,Sometimes,Always,8.333333333333334
11489,1132319101,2,F,36,3,Basic,1,Northwest,2,1,2,2,1,2,2,Always,Sometimes,Sometimes,Always,Sometimes,Sometimes,8.333333333333334
11490,1132417101,2,F,36,2,Basic,3,Bajío,4,1,2,2,2,2,2,Always,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,7.916666666666666
11491,1132502102,2,F,40,3,Basic,5,South/East,3,2,1,2,2,3,3,Sometimes,Always,Sometimes,Sometimes,Never,Never,7.083333333333333
11492,1132607101,1,M,50,2,Basic,6,South,3,2,1,3,2,3,2,Sometimes,Always,Never,Sometimes,Never,Sometimes,7.916666666666666
11493,1132702104,1,M,21,6,high School,3,Bajío,1,2,2,2,2,2,2,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,7.5
11494,1132801101,1,M,67,2,Basic,3,Bajío,4,3,2,3,3,1,3,Never,Sometimes,Never,Never,Always,Never,7.083333333333333
11495,1132905101,1,M,50,2,Basic,6,South,1,1,1,2,2,3,3,Always,Always,Sometimes,Sometimes,Never,Never,7.5
11496,1133011102,2,F,42,3,Basic,1,Northwest,2,1,1,3,1,3,2,Always,Always,Never,Always,Never,Sometimes,8.75
11497,1133101101,1,M,57,8,Undergraduate,1,Northwest,1,1,1,1,3,2,3,Always,Always,Always,Never,Sometimes,Never,7.083333333333333
11498,1133210101,1,M,48,3,Basic,3,Bajío,4,1,1,2,3,2,2,Always,Always,Sometimes,Never,Sometimes,Sometimes,7.916666666666666
11499,1133301101,2,F,63,2,Basic,5,South/East,2,1,1,1,3,2,3,Always,Always,Always,Never,Sometimes,Never,7.083333333333333
11500,1133404102,2,F,57,7,high School,3,Bajío,4,1,1,3,1,3,1,Always,Always,Never,Always,Never,Always,9.166666666666666
11501,1133511103,1,M,22,3,Basic,6,South,3,1,1,1,1,3,2,Always,Always,Always,Always,Never,Sometimes,7.916666666666666
11502,1133604103,1,M,20,6,high School,6,South,2,1,2,2,2,1,2,Always,Sometimes,Sometimes,Sometimes,Always,Sometimes,8.333333333333334
11503,1133718101,1,M,58,2,Basic,3,Bajío,3,3,1,2,3,3,2,Never,Always,Sometimes,Never,Never,Sometimes,6.666666666666666
11504,1133805101,2,F,84,0,No studies,2,Northeast,1,3,1,3,3,3,3,Never,Always,Never,Never,Never,Never,6.666666666666666
11505,1133918101,2,F,66,2,Basic,5,South/East,4,1,1,2,2,3,3,Always,Always,Sometimes,Sometimes,Never,Never,7.5
11506,1134019101,2,F,41,5,Basic,3,Bajío,4,1,1,2,1,3,1,Always,Always,Sometimes,Always,Never,Always,8.75
11507,1134106101,1,M,38,3,Basic,6,South,4,1,1,3,3,2,3,Always,Always,Never,Never,Sometimes,Never,7.916666666666666
11508,1134202101,1,M,29,8,Undergraduate,3,Bajío,1,2,1,3,1,2,2,Sometimes,Always,Never,Always,Sometimes,Sometimes,8.75
11509,1134302102,1,M,58,3,Basic,1,Northwest,1,1,1,1,1,1,1,Always,Always,Always,Always,Always,Always,9.166666666666666
11510,1134411101,2,F,64,2,Basic,3,Bajío,4,3,2,3,3,2,3,Never,Sometimes,Never,Never,Sometimes,Never,6.666666666666666
11511,1134501101,2,F,80,2,Basic,1,Northwest,2,1,1,2,2,2,2,Always,Always,Sometimes,Sometimes,Sometimes,Sometimes,8.333333333333334
11512,1134607101,1,M,60,7,high School,5,South/East,3,1,1,3,1,3,1,Always,Always,Never,Always,Never,Always,9.166666666666666
11513,1134702102,1,M,22,6,high School,3,Bajío,1,1,1,3,1,3,2,Always,Always,Never,Always,Never,Sometimes,8.75
11514,1134801102,2,F,45,3,Basic,2,Northeast,1,1,1,3,3,3,2,Always,Always,Never,Never,Never,Sometimes,7.916666666666666
11515,1134905102,2,F,45,6,high School,4,CDMX,1,2,2,2,2,2,1,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Always,7.916666666666666
11516,1135002101,1,M,47,3,Basic,6,South,1,2,1,2,1,3,2,Sometimes,Always,Sometimes,Always,Never,Sometimes,7.916666666666666
11517,1135105102,2,F,39,7,high School,2,Northeast,1,1,1,1,1,3,2,Always,Always,Always,Always,Never,Sometimes,7.916666666666666
11518,1135201101,1,M,79,3,Basic,3,Bajío,1,3,1,2,3,1,1,Never,Always,Sometimes,Never,Always,Always,7.916666666666666
11519,1135317102,2,F,46,2,Basic,6,South,4,1,3,2,2,1,2,Always,Never,Sometimes,Sometimes,Always,Sometimes,7.916666666666666
11520,1135404101,1,M,58,3,Basic,5,South/East,2,1,1,1,1,2,1,Always,Always,Always,Always,Sometimes,Always,8.75
11522,1135603101,2,F,31,3,Basic,3,Bajío,1,1,2,1,1,1,3,Always,Sometimes,Always,Always,Always,Never,7.916666666666666
11523,1135704102,2,F,33,6,high School,6,South,4,2,2,2,2,2,3,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Never,7.083333333333333
11524,1135806102,2,F,44,3,Basic,1,Northwest,2,1,1,2,1,3,2,Always,Always,Sometimes,Always,Never,Sometimes,8.333333333333334
11525,1135902102,2,F,30,8,Undergraduate,6,South,1,1,1,3,1,3,1,Always,Always,Never,Always,Never,Always,9.166666666666666
11526,1136004101,1,M,80,3,Basic,2,Northeast,1,1,1,3,3,3,3,Always,Always,Never,Never,Never,Never,7.5
11527,1136101104,2,F,89,2,Basic,4,CDMX,1,1,1,2,3,1,1,Always,Always,Sometimes,Never,Always,Always,8.75
11528,1136215101,2,F,23,3,Basic,3,Bajío,2,1,1,2,1,1,2,Always,Always,Sometimes,Always,Always,Sometimes,9.166666666666666
11529,1136301101,1,M,48,2,Basic,6,South,2,1,1,1,3,2,3,Always,Always,Always,Never,Sometimes,Never,7.083333333333333
11530,1136405102,1,M,22,3,Basic,2,Northeast,1,1,1,2,2,3,3,Always,Always,Sometimes,Sometimes,Never,Never,7.5
11531,1136502101,1,M,50,10,Graduate,6,South,1,1,1,3,1,1,2,Always,Always,Never,Always,Always,Sometimes,9.583333333333334
11532,1136601101,2,F,42,8,Undergraduate,6,South,1,1,1,3,3,3,3,Always,Always,Never,Never,Never,Never,7.5
11533,1136715103,1,M,28,8,Undergraduate,5,South/East,3,1,1,2,2,2,2,Always,Always,Sometimes,Sometimes,Sometimes,Sometimes,8.333333333333334
11534,1136805103,1,M,25,6,high School,4,CDMX,1,2,2,2,2,3,3,Sometimes,Sometimes,Sometimes,Sometimes,Never,Never,6.666666666666666
11535,1136902101,1,M,49,7,high School,1,Northwest,1,1,1,2,1,2,2,Always,Always,Sometimes,Always,Sometimes,Sometimes,8.75
11536,1137005103,1,M,30,9,Graduate,3,Bajío,1,1,1,3,1,1,1,Always,Always,Never,Always,Always,Always,10.0
11537,1137104102,2,F,50,6,high School,2,Northeast,1,1,1,3,2,1,3,Always,Always,Never,Sometimes,Always,Never,8.75
11538,1137203101,1,M,60,3,Basic,5,South/East,1,1,1,2,2,3,3,Always,Always,Sometimes,Sometimes,Never,Never,7.5
11539,1137302101,1,M,36,6,high School,2,Northeast,1,1,1,2,1,1,2,Always,Always,Sometimes,Always,Always,Sometimes,9.166666666666666
11540,1137302201,1,M,44,6,high School,2,Northeast,1,1,1,2,1,1,2,Always,Always,Sometimes,Always,Always,Sometimes,9.166666666666666
11541,1137401103,1,M,22,6,high School,5,South/East,3,1,1,2,2,2,2,Always,Always,Sometimes,Sometimes,Sometimes,Sometimes,8.333333333333334
11542,1137504101,1,M,62,1,Basic,2,Northeast,1,2,2,2,2,2,2,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,7.5
11543,1137504201,1,M,29,3,Basic,2,Northeast,1,2,1,1,1,1,1,Sometimes,Always,Always,Always,Always,Always,8.75
11544,1137601101,1,M,37,6,high School,5,South/East,3,1,1,3,1,3,2,Always,Always,Never,Always,Never,Sometimes,8.75
11545,1137705101,2,F,33,3,Basic,3,Bajío,1,1,1,2,1,3,3,Always,Always,Sometimes,Always,Never,Never,7.916666666666666
11546,1137803101,2,F,35,6,high School,5,South/East,1,1,1,3,1,3,2,Always,Always,Never,Always,Never,Sometimes,8.75
11547,1137904102,1,M,50,8,Undergraduate,2,Northeast,1,2,2,2,2,2,2,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,7.5
11548,1138002103,1,M,18,6,high School,2,Northeast,1,1,1,2,1,1,1,Always,Always,Sometimes,Always,Always,Always,9.583333333333334
11549,1138102103,2,F,27,8,Undergraduate,1,Northwest,1,1,1,2,2,2,2,Always,Always,Sometimes,Sometimes,Sometimes,Sometimes,8.333333333333334
11550,1138203101,1,M,38,8,Undergraduate,1,Northwest,1,1,1,3,2,1,2,Always,Always,Never,Sometimes,Always,Sometimes,9.166666666666666
11551,1138301101,1,M,42,3,Basic,2,Northeast,1,2,2,2,2,2,2,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,7.5
11552,1138411101,2,F,78,0,No studies,5,South/East,4,1,2,3,2,3,1,Always,Sometimes,Never,Sometimes,Never,Always,8.333333333333334
11553,1138511101,2,F,51,7,high School,6,South,3,1,1,2,2,2,2,Always,Always,Sometimes,Sometimes,Sometimes,Sometimes,8.333333333333334
11554,1138609101,1,M,49,6,high School,5,South/East,3,1,1,1,2,2,3,Always,Always,Always,Sometimes,Sometimes,Never,7.5
11555,1138703103,2,F,91,0,No studies,2,Northeast,3,2,1,2,1,2,2,Sometimes,Always,Sometimes,Always,Sometimes,Sometimes,8.333333333333334
11556,1138804103,1,M,18,3,Basic,1,Northwest,1,1,1,1,2,3,2,Always,Always,Always,Sometimes,Never,Sometimes,7.5
11557,1138902102,2,F,60,3,Basic,6,South,4,1,1,3,2,2,2,Always,Always,Never,Sometimes,Sometimes,Sometimes,8.75
11558,1139020102,2,F,32,6,high School,6,South,4,1,1,2,1,3,2,Always,Always,Sometimes,Always,Never,Sometimes,8.333333333333334
11559,1139104101,1,M,79,0,No studies,2,Northeast,3,3,2,3,2,3,3,Never,Sometimes,Never,Sometimes,Never,Never,6.666666666666666
11560,1139202102,2,F,32,2,Basic,5,South/East,2,2,1,2,1,2,3,Sometimes,Always,Sometimes,Always,Sometimes,Never,7.916666666666666
11561,1139305102,2,F,33,8,Undergraduate,5,South/East,2,1,1,3,2,3,1,Always,Always,Never,Sometimes,Never,Always,8.75
11562,1139410101,1,M,35,3,Basic,6,South,4,2,2,3,2,2,3,Sometimes,Sometimes,Never,Sometimes,Sometimes,Never,7.5
11563,1139502102,2,F,32,3,Basic,2,Northeast,1,3,1,1,1,3,3,Never,Always,Always,Always,Never,Never,6.666666666666666
11564,1139606101,1,M,73,2,Basic,2,Northeast,4,2,2,2,2,3,3,Sometimes,Sometimes,Sometimes,Sometimes,Never,Never,6.666666666666666
11565,1139712101,2,F,53,2,Basic,6,South,4,1,1,2,2,2,2,Always,Always,Sometimes,Sometimes,Sometimes,Sometimes,8.333333333333334
11566,1139804101,2,F,33,3,Basic,3,Bajío,4,2,1,2,3,2,3,Sometimes,Always,Sometimes,Never,Sometimes,Never,7.083333333333333
11567,1139907102,1,M,26,6,high School,5,South/East,2,1,1,2,3,1,2,Always,Always,Sometimes,Never,Always,Sometimes,8.333333333333334
11568,1140002102,1,M,77,6,high School,6,South,1,1,1,2,2,3,3,Always,Always,Sometimes,Sometimes,Never,Never,7.5
11569,1140105101,1,M,57,2,Basic,1,Northwest,2,1,1,3,1,2,2,Always,Always,Never,Always,Sometimes,Sometimes,9.166666666666666
11570,1140202104,1,M,21,6,high School,5,South/East,3,1,1,2,1,1,2,Always,Always,Sometimes,Always,Always,Sometimes,9.166666666666666
11571,1140314101,1,M,76,0,No studies,6,South,4,1,1,2,2,2,3,Always,Always,Sometimes,Sometimes,Sometimes,Never,7.916666666666666
11572,1140405102,1,M,41,3,Basic,6,South,1,1,2,2,1,2,2,Always,Sometimes,Sometimes,Always,Sometimes,Sometimes,8.333333333333334
11573,1140504103,2,F,55,2,Basic,6,South,4,1,1,3,2,2,3,Always,Always,Never,Sometimes,Sometimes,Never,8.333333333333334
11574,1140605101,1,M,37,6,high School,3,Bajío,1,1,1,2,1,2,1,Always,Always,Sometimes,Always,Sometimes,Always,9.166666666666666
11575,1140704101,1,M,59,6,high School,4,CDMX,1,1,1,2,2,2,1,Always,Always,Sometimes,Sometimes,Sometimes,Always,8.75
11576,1140810102,2,F,22,6,high School,6,South,3,2,1,2,2,2,2,Sometimes,Always,Sometimes,Sometimes,Sometimes,Sometimes,7.916666666666666
11577,1140906103,1,M,51,3,Basic,1,Northwest,4,1,1,2,2,3,3,Always,Always,Sometimes,Sometimes,Never,Never,7.5
11578,1141004102,2,F,39,3,Basic,5,South/East,1,1,1,1,2,1,2,Always,Always,Always,Sometimes,Always,Sometimes,8.333333333333334
11579,1141004201,1,M,21,3,Basic,5,South/East,1,1,1,2,1,2,2,Always,Always,Sometimes,Always,Sometimes,Sometimes,8.75
11580,1141113105,1,M,25,6,high School,6,South,2,2,1,1,1,3,2,Sometimes,Always,Always,Always,Never,Sometimes,7.5
11581,1141203101,1,M,30,6,high School,1,Northwest,1,1,1,2,1,1,2,Always,Always,Sometimes,Always,Always,Sometimes,9.166666666666666
11582,1141303101,2,F,39,8,Undergraduate,1,Northwest,1,1,1,2,1,1,1,Always,Always,Sometimes,Always,Always,Always,9.583333333333334
11583,1141401102,2,F,21,6,high School,3,Bajío,1,2,1,3,2,3,2,Sometimes,Always,Never,Sometimes,Never,Sometimes,7.916666666666666
11584,1141503101,1,M,38,5,Basic,5,South/East,2,1,1,2,1,2,3,Always,Always,Sometimes,Always,Sometimes,Never,8.333333333333334
