,LLAVEMOD,SEXO,SEXO_HM,EDAD_V,NIV,NIVED_T,REGION,REGION_T,TLOC,p461,p462,p463,p464,p465,p466,p461_t,p462_t,p463_t,p464_t,p465_t,p466_t,t46_calif
971,95414101,2,F,32,3,Basic,2,Northeast,4,1,2,2,1,1,3,Always,Sometimes,Sometimes,Always,Always,Never,8.333333333333334
972,95505102,2,F,35,6,high School,6,South,1,1,1,1,1,3,2,Always,Always,Always,Always,Never,Sometimes,7.916666666666666
973,95609101,1,M,65,3,Basic,1,Northwest,4,1,1,2,3,2,2,Always,Always,Sometimes,Never,Sometimes,Sometimes,7.916666666666666
974,95709101,2,F,49,3,Basic,5,South/East,3,1,1,2,2,2,2,Always,Always,Sometimes,Sometimes,Sometimes,Sometimes,8.333333333333334
975,95819103,2,F,33,8,Undergraduate,5,South/East,2,1,1,3,2,2,2,Always,Always,Never,Sometimes,Sometimes,Sometimes,8.75
976,95905101,2,F,49,3,Basic,2,Northeast,2,1,1,2,1,3,2,Always,Always,Sometimes,Always,Never,Sometimes,8.333333333333334
977,96013101,1,M,68,3,Basic,3,Bajío,4,3,1,3,2,1,3,Never,Always,Never,Sometimes,Always,Never,7.916666666666666
978,96105102,2,F,37,8,Undergraduate,2,Northeast,1,2,1,2,3,2,3,Sometimes,Always,Sometimes,Never,Sometimes,Never,7.083333333333333
979,96207103,2,F,31,8,Undergraduate,6,South,2,1,2,2,1,3,1,Always,Sometimes,Sometimes,Always,Never,Always,8.333333333333334
980,96301101,1,M,58,2,Basic,5,South/East,3,1,1,2,1,3,2,Always,Always,Sometimes,Always,Never,Sometimes,8.333333333333334
981,96404102,2,F,38,3,Basic,5,South/East,1,1,1,2,1,3,3,Always,Always,Sometimes,Always,Never,Never,7.916666666666666
982,96508103,1,M,20,8,Undergraduate,2,Northeast,2,1,1,2,1,2,2,Always,Always,Sometimes,Always,Sometimes,Sometimes,8.75
983,96601101,2,F,54,3,Basic,2,Northeast,1,1,1,2,2,2,2,Always,Always,Sometimes,Sometimes,Sometimes,Sometimes,8.333333333333334
984,96705101,1,M,71,2,Basic,6,South,4,1,1,1,2,2,3,Always,Always,Always,Sometimes,Sometimes,Never,7.5
985,96805101,1,M,48,8,Undergraduate,2,Northeast,1,2,2,2,2,2,2,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,7.5
986,96901101,1,M,28,8,Undergraduate,3,Bajío,1,2,1,2,1,1,3,Sometimes,Always,Sometimes,Always,Always,Never,8.333333333333334
987,97004101,2,F,74,8,Undergraduate,5,South/East,4,1,1,1,2,1,2,Always,Always,Always,Sometimes,Always,Sometimes,8.333333333333334
988,97103102,2,F,25,8,Undergraduate,2,Northeast,4,1,1,2,1,3,1,Always,Always,Sometimes,Always,Never,Always,8.75
989,97214101,1,M,54,3,Basic,6,South,4,1,1,1,1,2,3,Always,Always,Always,Always,Sometimes,Never,7.916666666666666
990,97302101,1,M,72,3,Basic,6,South,1,1,1,1,1,3,1,Always,Always,Always,Always,Never,Always,8.333333333333334
991,97404101,1,M,23,8,Undergraduate,5,South/East,1,1,1,2,2,3,2,Always,Always,Sometimes,Sometimes,Never,Sometimes,7.916666666666666
992,97501102,2,F,24,3,Basic,1,Northwest,1,2,1,2,3,3,3,Sometimes,Always,Sometimes,Never,Never,Never,6.666666666666666
993,97610101,1,M,22,6,high School,6,South,2,1,1,3,2,1,2,Always,Always,Never,Sometimes,Always,Sometimes,9.166666666666666
994,97701102,2,F,63,10,Graduate,3,Bajío,1,2,2,2,2,2,3,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Never,7.083333333333333
995,97804102,2,F,30,3,Basic,5,South/East,3,1,1,1,1,2,2,Always,Always,Always,Always,Sometimes,Sometimes,8.333333333333334
996,97902102,2,F,32,8,Undergraduate,3,Bajío,1,1,1,2,1,1,3,Always,Always,Sometimes,Always,Always,Never,8.75
997,98005109,1,M,39,2,Basic,5,South/East,3,1,1,3,1,3,2,Always,Always,Never,Always,Never,Sometimes,8.75
998,98101101,2,F,60,11,Graduate,6,South,1,2,1,3,2,3,1,Sometimes,Always,Never,Sometimes,Never,Always,8.333333333333334
999,98218102,1,M,30,0,No studies,1,Northwest,3,1,1,2,1,2,3,Always,Always,Sometimes,Always,Sometimes,Never,8.333333333333334
1000,98303101,1,M,41,3,Basic,6,South,1,1,1,2,1,2,2,Always,Always,Sometimes,Always,Sometimes,Sometimes,8.75
1001,98414102,2,F,57,6,high School,2,Northeast,4,1,1,2,2,3,2,Always,Always,Sometimes,Sometimes,Never,Sometimes,7.916666666666666
1002,98501101,1,M,52,3,Basic,6,South,1,1,1,3,1,2,2,Always,Always,Never,Always,Sometimes,Sometimes,9.166666666666666
1003,98604101,1,M,68,8,Undergraduate,5,South/East,1,2,1,2,2,1,2,Sometimes,Always,Sometimes,Sometimes,Always,Sometimes,8.333333333333334
1004,98713101,1,M,50,3,Basic,3,Bajío,2,1,1,1,3,3,2,Always,Always,Always,Never,Never,Sometimes,7.083333333333333
1005,98801102,2,F,35,8,Undergraduate,5,South/East,1,2,1,2,2,2,2,Sometimes,Always,Sometimes,Sometimes,Sometimes,Sometimes,7.916666666666666
1006,98914101,1,M,60,0,No studies,2,Northeast,4,1,1,3,1,2,3,Always,Always,Never,Always,Sometimes,Never,8.75
1007,99018102,2,F,72,3,Basic,1,Northwest,4,1,1,2,3,3,2,Always,Always,Sometimes,Never,Never,Sometimes,7.5
1008,99105101,1,M,40,3,Basic,5,South/East,3,1,1,2,2,2,2,Always,Always,Sometimes,Sometimes,Sometimes,Sometimes,8.333333333333334
1009,99216101,2,F,28,3,Basic,6,South,3,1,1,1,2,2,2,Always,Always,Always,Sometimes,Sometimes,Sometimes,7.916666666666666
1010,99301103,1,M,29,8,Undergraduate,4,CDMX,1,3,1,1,3,3,2,Never,Always,Always,Never,Never,Sometimes,6.25
1011,99401105,1,M,29,3,Basic,3,Bajío,1,1,1,2,2,2,2,Always,Always,Sometimes,Sometimes,Sometimes,Sometimes,8.333333333333334
1012,99502101,2,F,66,2,Basic,1,Northwest,1,1,1,3,3,1,3,Always,Always,Never,Never,Always,Never,8.333333333333334
1013,99604101,1,M,36,6,high School,5,South/East,1,1,1,2,2,2,2,Always,Always,Sometimes,Sometimes,Sometimes,Sometimes,8.333333333333334
1014,99604201,2,F,40,6,high School,5,South/East,1,1,1,1,2,1,2,Always,Always,Always,Sometimes,Always,Sometimes,8.333333333333334
1015,99702103,1,M,20,8,Undergraduate,6,South,1,3,1,1,1,3,3,Never,Always,Always,Always,Never,Never,6.666666666666666
1016,99812101,1,M,86,2,Basic,3,Bajío,4,1,1,2,3,3,3,Always,Always,Sometimes,Never,Never,Never,7.083333333333333
1017,99916101,1,M,23,3,Basic,2,Northeast,2,1,2,3,1,2,2,Always,Sometimes,Never,Always,Sometimes,Sometimes,8.75
1018,100018101,1,M,28,8,Undergraduate,5,South/East,4,1,1,2,1,3,3,Always,Always,Sometimes,Always,Never,Never,7.916666666666666
1019,100117101,2,F,36,7,high School,3,Bajío,4,1,2,3,1,3,3,Always,Sometimes,Never,Always,Never,Never,7.916666666666666
1020,100204101,1,M,74,6,high School,6,South,1,1,1,2,3,3,3,Always,Always,Sometimes,Never,Never,Never,7.083333333333333
1021,100313102,2,F,59,3,Basic,6,South,2,1,2,3,3,3,3,Always,Sometimes,Never,Never,Never,Never,7.083333333333333
1022,100404101,1,M,35,9,Graduate,2,Northeast,1,1,1,2,2,2,1,Always,Always,Sometimes,Sometimes,Sometimes,Always,8.75
1023,100404201,2,F,33,8,Undergraduate,2,Northeast,1,2,1,2,2,3,1,Sometimes,Always,Sometimes,Sometimes,Never,Always,7.916666666666666
1024,100501103,1,M,54,3,Basic,2,Northeast,1,1,1,3,1,1,3,Always,Always,Never,Always,Always,Never,9.166666666666666
1025,100604101,2,F,43,8,Undergraduate,2,Northeast,1,1,1,2,1,2,2,Always,Always,Sometimes,Always,Sometimes,Sometimes,8.75
1026,100702101,1,M,58,8,Undergraduate,5,South/East,4,2,1,1,1,1,2,Sometimes,Always,Always,Always,Always,Sometimes,8.333333333333334
1027,100808101,1,M,69,2,Basic,2,Northeast,4,3,2,1,1,3,2,Never,Sometimes,Always,Always,Never,Sometimes,6.666666666666666
1028,100905102,2,F,82,3,Basic,6,South,1,1,1,2,1,3,1,Always,Always,Sometimes,Always,Never,Always,8.75
1029,101005102,2,F,40,6,high School,2,Northeast,1,1,1,2,2,3,2,Always,Always,Sometimes,Sometimes,Never,Sometimes,7.916666666666666
1030,101113101,2,F,64,2,Basic,6,South,4,1,1,1,2,1,3,Always,Always,Always,Sometimes,Always,Never,7.916666666666666
1031,101207101,2,F,24,2,Basic,3,Bajío,4,1,1,2,1,2,2,Always,Always,Sometimes,Always,Sometimes,Sometimes,8.75
1032,101304101,1,M,47,8,Undergraduate,4,CDMX,1,2,1,3,1,3,2,Sometimes,Always,Never,Always,Never,Sometimes,8.333333333333334
1033,101402101,2,F,67,3,Basic,3,Bajío,1,1,1,2,2,3,3,Always,Always,Sometimes,Sometimes,Never,Never,7.5
1034,101501102,2,F,49,3,Basic,5,South/East,4,1,1,3,1,3,3,Always,Always,Never,Always,Never,Never,8.333333333333334
1035,101616101,2,F,37,3,Basic,6,South,4,1,1,3,1,3,3,Always,Always,Never,Always,Never,Never,8.333333333333334
1036,101704101,1,M,53,3,Basic,3,Bajío,1,2,2,2,2,2,3,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Never,7.083333333333333
1037,101803104,2,F,23,8,Undergraduate,1,Northwest,1,1,1,1,1,2,1,Always,Always,Always,Always,Sometimes,Always,8.75
1038,101913102,2,F,25,0,No studies,6,South,4,1,1,2,2,3,2,Always,Always,Sometimes,Sometimes,Never,Sometimes,7.916666666666666
1039,102005101,1,M,22,7,high School,2,Northeast,2,2,2,2,1,2,2,Sometimes,Sometimes,Sometimes,Always,Sometimes,Sometimes,7.916666666666666
1040,102101102,1,M,54,3,Basic,2,Northeast,1,1,1,2,2,2,3,Always,Always,Sometimes,Sometimes,Sometimes,Never,7.916666666666666
1041,102203101,2,F,64,0,No studies,5,South/East,1,3,2,1,1,2,1,Never,Sometimes,Always,Always,Sometimes,Always,7.5
1042,102305101,1,M,49,2,Basic,1,Northwest,2,2,1,1,2,1,2,Sometimes,Always,Always,Sometimes,Always,Sometimes,7.916666666666666
1043,102405102,2,F,35,3,Basic,3,Bajío,1,1,1,3,3,3,3,Always,Always,Never,Never,Never,Never,7.5
1044,102505101,1,M,38,6,high School,2,Northeast,1,1,1,2,1,3,1,Always,Always,Sometimes,Always,Never,Always,8.75
1045,102614101,1,M,23,2,Basic,2,Northeast,4,1,1,2,2,2,2,Always,Always,Sometimes,Sometimes,Sometimes,Sometimes,8.333333333333334
1046,102706102,1,M,67,3,Basic,6,South,4,1,1,3,3,2,2,Always,Always,Never,Never,Sometimes,Sometimes,8.333333333333334
1047,102809102,2,F,56,3,Basic,1,Northwest,4,2,2,2,2,1,2,Sometimes,Sometimes,Sometimes,Sometimes,Always,Sometimes,7.916666666666666
1048,102901102,2,F,49,6,high School,6,South,4,1,1,2,1,3,3,Always,Always,Sometimes,Always,Never,Never,7.916666666666666
1049,103003102,2,F,31,3,Basic,2,Northeast,3,1,1,3,1,2,3,Always,Always,Never,Always,Sometimes,Never,8.75
1050,103101101,1,M,80,8,Undergraduate,1,Northwest,1,1,1,2,3,1,1,Always,Always,Sometimes,Never,Always,Always,8.75
1051,103204101,1,M,75,8,Undergraduate,6,South,1,1,1,3,3,3,3,Always,Always,Never,Never,Never,Never,7.5
1052,103303103,2,F,23,6,high School,1,Northwest,4,2,2,2,1,2,3,Sometimes,Sometimes,Sometimes,Always,Sometimes,Never,7.5
1053,103405101,1,M,55,2,Basic,5,South/East,1,1,1,3,1,2,3,Always,Always,Never,Always,Sometimes,Never,8.75
1054,103503101,2,F,61,2,Basic,5,South/East,2,1,1,2,2,2,3,Always,Always,Sometimes,Sometimes,Sometimes,Never,7.916666666666666
1055,103601101,2,F,64,3,Basic,4,CDMX,1,1,1,2,1,1,3,Always,Always,Sometimes,Always,Always,Never,8.75
1056,103705102,2,F,54,7,high School,1,Northwest,1,1,1,1,3,3,3,Always,Always,Always,Never,Never,Never,6.666666666666666
1057,103808101,1,M,42,3,Basic,3,Bajío,4,1,1,2,1,3,3,Always,Always,Sometimes,Always,Never,Never,7.916666666666666
1058,103915102,2,F,58,3,Basic,2,Northeast,4,1,1,3,1,1,2,Always,Always,Never,Always,Always,Sometimes,9.583333333333334
1059,104002101,2,F,47,8,Undergraduate,6,South,1,1,1,2,3,2,3,Always,Always,Sometimes,Never,Sometimes,Never,7.5
1060,104105103,1,M,25,6,high School,1,Northwest,1,1,1,2,2,1,1,Always,Always,Sometimes,Sometimes,Always,Always,9.166666666666666
1061,104210101,1,M,50,2,Basic,6,South,2,1,2,2,2,2,3,Always,Sometimes,Sometimes,Sometimes,Sometimes,Never,7.5
1062,104319103,1,M,28,8,Undergraduate,1,Northwest,3,2,2,1,1,2,2,Sometimes,Sometimes,Always,Always,Sometimes,Sometimes,7.5
1063,104409101,1,M,32,6,high School,2,Northeast,4,1,1,2,1,3,2,Always,Always,Sometimes,Always,Never,Sometimes,8.333333333333334
1064,104502101,2,F,40,6,high School,6,South,1,1,1,3,1,3,3,Always,Always,Never,Always,Never,Never,8.333333333333334
1065,104604101,1,M,52,3,Basic,1,Northwest,1,2,2,2,2,3,2,Sometimes,Sometimes,Sometimes,Sometimes,Never,Sometimes,7.083333333333333
1066,104701102,2,F,31,3,Basic,5,South/East,2,1,1,1,3,1,3,Always,Always,Always,Never,Always,Never,7.5
1067,104804105,2,F,53,3,Basic,6,South,4,1,1,1,3,3,1,Always,Always,Always,Never,Never,Always,7.5
1068,104905102,2,F,50,6,high School,6,South,2,1,1,2,2,2,2,Always,Always,Sometimes,Sometimes,Sometimes,Sometimes,8.333333333333334
1069,105005102,2,F,70,2,Basic,5,South/East,1,1,1,3,1,3,1,Always,Always,Never,Always,Never,Always,9.166666666666666
1070,105113102,2,F,37,8,Undergraduate,6,South,4,1,1,2,1,2,2,Always,Always,Sometimes,Always,Sometimes,Sometimes,8.75
1071,105216101,1,M,55,11,Graduate,3,Bajío,3,1,1,2,2,2,2,Always,Always,Sometimes,Sometimes,Sometimes,Sometimes,8.333333333333334
1072,105306101,1,M,36,3,Basic,6,South,4,2,1,1,1,1,1,Sometimes,Always,Always,Always,Always,Always,8.75
1073,105403101,1,M,39,3,Basic,6,South,1,1,1,3,3,3,2,Always,Always,Never,Never,Never,Sometimes,7.916666666666666
1074,105502102,2,F,43,3,Basic,4,CDMX,2,1,1,2,2,2,3,Always,Always,Sometimes,Sometimes,Sometimes,Never,7.916666666666666
1075,105619102,2,F,27,3,Basic,5,South/East,3,1,1,2,1,3,3,Always,Always,Sometimes,Always,Never,Never,7.916666666666666
1076,105702104,1,M,30,3,Basic,1,Northwest,1,1,1,2,1,2,1,Always,Always,Sometimes,Always,Sometimes,Always,9.166666666666666
1077,105802101,2,F,69,3,Basic,5,South/East,1,2,1,2,1,1,2,Sometimes,Always,Sometimes,Always,Always,Sometimes,8.75
1078,105902102,2,F,36,3,Basic,6,South,1,1,1,3,1,1,2,Always,Always,Never,Always,Always,Sometimes,9.583333333333334
1079,106016103,1,M,39,3,Basic,5,South/East,3,3,2,1,3,3,2,Never,Sometimes,Always,Never,Never,Sometimes,5.833333333333333
1080,106101101,1,M,48,8,Undergraduate,1,Northwest,1,1,2,1,3,2,3,Always,Sometimes,Always,Never,Sometimes,Never,6.666666666666666
1081,106207101,2,F,20,2,Basic,6,South,4,2,1,2,3,3,2,Sometimes,Always,Sometimes,Never,Never,Sometimes,7.083333333333333
1082,106303103,2,F,65,0,No studies,2,Northeast,2,2,2,1,3,1,3,Sometimes,Sometimes,Always,Never,Always,Never,6.666666666666666
1083,106420101,1,M,35,3,Basic,3,Bajío,4,2,1,3,2,3,2,Sometimes,Always,Never,Sometimes,Never,Sometimes,7.916666666666666
1084,106519103,2,F,20,6,high School,6,South,2,2,1,1,3,3,3,Sometimes,Always,Always,Never,Never,Never,6.25
1086,106702102,2,F,22,8,Undergraduate,1,Northwest,1,1,3,3,1,3,2,Always,Never,Never,Always,Never,Sometimes,7.916666666666666
1087,106805102,2,F,53,3,Basic,5,South/East,3,1,2,3,2,1,2,Always,Sometimes,Never,Sometimes,Always,Sometimes,8.75
1088,106914101,1,M,74,1,Basic,3,Bajío,4,1,1,1,3,2,2,Always,Always,Always,Never,Sometimes,Sometimes,7.5
1089,107001103,1,M,21,8,Undergraduate,6,South,3,1,1,2,2,2,1,Always,Always,Sometimes,Sometimes,Sometimes,Always,8.75
1090,107104102,1,M,52,3,Basic,5,South/East,1,2,1,3,1,2,3,Sometimes,Always,Never,Always,Sometimes,Never,8.333333333333334
1091,107204101,2,F,51,3,Basic,6,South,1,1,1,2,1,1,3,Always,Always,Sometimes,Always,Always,Never,8.75
1092,107302103,1,M,18,6,high School,3,Bajío,2,1,1,2,1,3,3,Always,Always,Sometimes,Always,Never,Never,7.916666666666666
1093,107405103,2,F,29,8,Undergraduate,4,CDMX,1,1,1,2,1,3,1,Always,Always,Sometimes,Always,Never,Always,8.75
1094,107503102,2,F,63,8,Undergraduate,6,South,1,2,1,3,2,2,2,Sometimes,Always,Never,Sometimes,Sometimes,Sometimes,8.333333333333334
1095,107603103,1,M,28,3,Basic,2,Northeast,1,1,1,1,1,1,1,Always,Always,Always,Always,Always,Always,9.166666666666666
1096,107701101,1,M,59,7,high School,1,Northwest,1,1,1,2,3,1,3,Always,Always,Sometimes,Never,Always,Never,7.916666666666666
1097,107804102,2,F,25,8,Undergraduate,3,Bajío,1,1,2,3,1,2,1,Always,Sometimes,Never,Always,Sometimes,Always,9.166666666666666
1098,107915102,2,F,48,6,high School,3,Bajío,4,1,1,3,3,3,2,Always,Always,Never,Never,Never,Sometimes,7.916666666666666
1099,108001101,1,M,73,10,Graduate,4,CDMX,1,1,1,3,3,3,1,Always,Always,Never,Never,Never,Always,8.333333333333334
1100,108120102,2,F,43,2,Basic,3,Bajío,3,1,1,3,3,3,3,Always,Always,Never,Never,Never,Never,7.5
1101,108220101,1,M,53,3,Basic,2,Northeast,2,1,1,3,3,1,3,Always,Always,Never,Never,Always,Never,8.333333333333334
1102,108313101,2,F,74,2,Basic,2,Northeast,4,1,1,3,2,2,2,Always,Always,Never,Sometimes,Sometimes,Sometimes,8.75
1103,108402101,1,M,31,6,high School,6,South,1,1,1,2,1,3,1,Always,Always,Sometimes,Always,Never,Always,8.75
1104,108505101,1,M,56,8,Undergraduate,1,Northwest,1,1,1,3,1,2,2,Always,Always,Never,Always,Sometimes,Sometimes,9.166666666666666
1105,108605102,2,F,47,0,No studies,6,South,1,2,1,3,3,2,3,Sometimes,Always,Never,Never,Sometimes,Never,7.5
1106,108709102,2,F,50,2,Basic,6,South,3,1,1,3,1,1,3,Always,Always,Never,Always,Always,Never,9.166666666666666
1107,108815103,2,F,30,3,Basic,3,Bajío,3,1,1,2,1,3,2,Always,Always,Sometimes,Always,Never,Sometimes,8.333333333333334
1108,108901101,2,F,45,2,Basic,1,Northwest,4,3,1,1,1,2,3,Never,Always,Always,Always,Sometimes,Never,7.083333333333333
1109,109002103,2,F,19,6,high School,6,South,1,1,1,2,2,3,1,Always,Always,Sometimes,Sometimes,Never,Always,8.333333333333334
1110,109110102,2,F,68,0,No studies,2,Northeast,3,3,1,1,1,2,3,Never,Always,Always,Always,Sometimes,Never,7.083333333333333
1111,109208102,1,M,44,8,Undergraduate,6,South,3,2,2,2,2,2,3,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Never,7.083333333333333
1112,109320102,2,F,42,2,Basic,5,South/East,4,1,1,2,2,2,3,Always,Always,Sometimes,Sometimes,Sometimes,Never,7.916666666666666
1113,109410103,2,F,21,3,Basic,6,South,4,2,1,2,2,3,2,Sometimes,Always,Sometimes,Sometimes,Never,Sometimes,7.5
1114,109504103,2,F,80,0,No studies,5,South/East,3,1,1,2,3,3,3,Always,Always,Sometimes,Never,Never,Never,7.083333333333333
1115,109614104,1,M,27,3,Basic,1,Northwest,4,3,1,3,1,3,3,Never,Always,Never,Always,Never,Never,7.5
1116,109720102,2,F,40,3,Basic,3,Bajío,4,1,1,3,1,2,2,Always,Always,Never,Always,Sometimes,Sometimes,9.166666666666666
1117,109804102,1,M,23,8,Undergraduate,3,Bajío,1,2,2,2,1,2,2,Sometimes,Sometimes,Sometimes,Always,Sometimes,Sometimes,7.916666666666666
1118,109903101,1,M,43,2,Basic,1,Northwest,1,1,2,3,2,2,3,Always,Sometimes,Never,Sometimes,Sometimes,Never,7.916666666666666
1119,110005102,1,M,18,6,high School,5,South/East,1,1,2,1,1,1,1,Always,Sometimes,Always,Always,Always,Always,8.75
1120,110117101,2,F,30,8,Undergraduate,3,Bajío,3,1,1,2,1,2,2,Always,Always,Sometimes,Always,Sometimes,Sometimes,8.75
1121,110202101,1,M,38,2,Basic,6,South,1,1,2,2,2,2,3,Always,Sometimes,Sometimes,Sometimes,Sometimes,Never,7.5
1122,110301102,1,M,48,6,high School,5,South/East,1,1,1,2,3,1,1,Always,Always,Sometimes,Never,Always,Always,8.75
1123,110401101,1,M,36,6,high School,6,South,3,1,1,3,1,3,1,Always,Always,Never,Always,Never,Always,9.166666666666666
1124,110501102,2,F,35,3,Basic,4,CDMX,1,1,2,2,3,2,3,Always,Sometimes,Sometimes,Never,Sometimes,Never,7.083333333333333
1125,110610105,1,M,20,6,high School,5,South/East,3,2,1,1,1,3,2,Sometimes,Always,Always,Always,Never,Sometimes,7.5
1126,110714102,1,M,28,3,Basic,6,South,2,1,1,2,2,1,3,Always,Always,Sometimes,Sometimes,Always,Never,8.333333333333334
1127,110819101,2,F,36,9,Graduate,1,Northwest,2,1,1,2,2,2,2,Always,Always,Sometimes,Sometimes,Sometimes,Sometimes,8.333333333333334
1128,110908101,2,F,41,3,Basic,3,Bajío,4,1,1,2,1,2,2,Always,Always,Sometimes,Always,Sometimes,Sometimes,8.75
1129,111006103,2,F,25,2,Basic,5,South/East,2,1,1,2,2,3,3,Always,Always,Sometimes,Sometimes,Never,Never,7.5
1130,111119101,1,M,51,2,Basic,6,South,4,1,1,3,1,2,3,Always,Always,Never,Always,Sometimes,Never,8.75
1131,111212101,2,F,42,6,high School,6,South,3,1,2,2,2,2,2,Always,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,7.916666666666666
1132,111304102,2,F,68,8,Undergraduate,5,South/East,1,2,1,2,2,2,2,Sometimes,Always,Sometimes,Sometimes,Sometimes,Sometimes,7.916666666666666
1133,111408104,2,F,28,3,Basic,3,Bajío,3,2,1,1,3,1,2,Sometimes,Always,Always,Never,Always,Sometimes,7.5
1134,111516104,2,F,24,3,Basic,6,South,4,1,1,3,1,2,2,Always,Always,Never,Always,Sometimes,Sometimes,9.166666666666666
1135,111601101,1,M,30,6,high School,2,Northeast,1,1,1,2,2,2,2,Always,Always,Sometimes,Sometimes,Sometimes,Sometimes,8.333333333333334
1136,111702101,1,M,38,8,Undergraduate,3,Bajío,1,2,1,2,2,2,3,Sometimes,Always,Sometimes,Sometimes,Sometimes,Never,7.5
1137,111813103,2,F,18,6,high School,1,Northwest,2,3,3,1,3,3,3,Never,Never,Always,Never,Never,Never,5.0
1138,111919102,2,F,77,0,No studies,3,Bajío,4,1,1,3,1,3,3,Always,Always,Never,Always,Never,Never,8.333333333333334
1139,112004101,1,M,44,0,No studies,5,South/East,3,1,1,3,1,1,2,Always,Always,Never,Always,Always,Sometimes,9.583333333333334
1140,112118102,2,F,36,2,Basic,6,South,4,1,1,3,3,1,3,Always,Always,Never,Never,Always,Never,8.333333333333334
1141,112202101,1,M,33,6,high School,5,South/East,3,1,2,2,2,2,2,Always,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,7.916666666666666
1142,112304101,1,M,53,3,Basic,4,CDMX,1,1,1,2,1,3,1,Always,Always,Sometimes,Always,Never,Always,8.75
1143,112410102,2,F,49,9,Graduate,3,Bajío,2,2,1,3,1,3,1,Sometimes,Always,Never,Always,Never,Always,8.75
1144,112501102,1,M,19,8,Undergraduate,6,South,1,1,2,2,1,3,2,Always,Sometimes,Sometimes,Always,Never,Sometimes,7.916666666666666
1145,112603101,1,M,45,6,high School,4,CDMX,1,2,1,1,1,3,2,Sometimes,Always,Always,Always,Never,Sometimes,7.5
1146,112716101,1,M,52,2,Basic,5,South/East,4,1,1,2,1,2,3,Always,Always,Sometimes,Always,Sometimes,Never,8.333333333333334
1147,112804101,2,F,60,3,Basic,4,CDMX,1,1,1,3,2,3,3,Always,Always,Never,Sometimes,Never,Never,7.916666666666666
1148,112907102,2,F,44,2,Basic,6,South,4,1,1,3,1,2,3,Always,Always,Never,Always,Sometimes,Never,8.75
1149,113001101,1,M,51,3,Basic,2,Northeast,1,1,1,2,2,3,2,Always,Always,Sometimes,Sometimes,Never,Sometimes,7.916666666666666
1150,113108101,1,M,77,2,Basic,3,Bajío,4,3,1,1,3,2,3,Never,Always,Always,Never,Sometimes,Never,6.25
1151,113201101,2,F,51,8,Undergraduate,5,South/East,1,2,1,2,2,2,3,Sometimes,Always,Sometimes,Sometimes,Sometimes,Never,7.5
1152,113301101,1,M,51,3,Basic,1,Northwest,3,1,1,2,3,2,3,Always,Always,Sometimes,Never,Sometimes,Never,7.5
1153,113402101,1,M,72,2,Basic,6,South,4,1,1,2,1,3,3,Always,Always,Sometimes,Always,Never,Never,7.916666666666666
1154,113518104,2,F,19,3,Basic,6,South,4,1,1,3,1,3,3,Always,Always,Never,Always,Never,Never,8.333333333333334
1155,113605103,1,M,40,8,Undergraduate,2,Northeast,1,2,1,2,1,2,2,Sometimes,Always,Sometimes,Always,Sometimes,Sometimes,8.333333333333334
1156,113701102,2,F,24,8,Undergraduate,3,Bajío,1,1,1,1,2,2,2,Always,Always,Always,Sometimes,Sometimes,Sometimes,7.916666666666666
1157,113812102,2,F,35,6,high School,3,Bajío,2,1,1,2,1,2,2,Always,Always,Sometimes,Always,Sometimes,Sometimes,8.75
1158,113907103,2,F,19,6,high School,2,Northeast,4,2,1,2,1,2,2,Sometimes,Always,Sometimes,Always,Sometimes,Sometimes,8.333333333333334
1159,114005101,1,M,25,8,Undergraduate,6,South,1,1,1,1,1,2,2,Always,Always,Always,Always,Sometimes,Sometimes,8.333333333333334
1160,114114101,2,F,56,2,Basic,3,Bajío,3,3,1,2,3,2,3,Never,Always,Sometimes,Never,Sometimes,Never,6.666666666666666
1161,114204102,2,F,52,3,Basic,2,Northeast,1,2,1,2,3,3,3,Sometimes,Always,Sometimes,Never,Never,Never,6.666666666666666
1162,114301104,2,F,28,3,Basic,6,South,2,1,1,2,2,2,2,Always,Always,Sometimes,Sometimes,Sometimes,Sometimes,8.333333333333334
1163,114403102,2,F,24,3,Basic,1,Northwest,1,1,1,3,1,2,1,Always,Always,Never,Always,Sometimes,Always,9.583333333333334
1164,114505101,2,F,30,8,Undergraduate,6,South,1,1,1,1,3,3,3,Always,Always,Always,Never,Never,Never,6.666666666666666
1165,114601102,2,F,50,2,Basic,6,South,3,3,1,1,2,1,3,Never,Always,Always,Sometimes,Always,Never,7.083333333333333
1166,114702101,2,F,19,6,high School,1,Northwest,1,2,1,3,1,2,2,Sometimes,Always,Never,Always,Sometimes,Sometimes,8.75
1167,114803102,2,F,54,3,Basic,3,Bajío,1,1,1,3,3,2,3,Always,Always,Never,Never,Sometimes,Never,7.916666666666666
1168,114904101,1,M,70,0,No studies,5,South/East,3,1,1,2,3,2,2,Always,Always,Sometimes,Never,Sometimes,Sometimes,7.916666666666666
