,LLAVEMOD,SEXO,SEXO_HM,EDAD_V,NIV,NIVED_T,REGION,REGION_T,TLOC,p481,p482,p483,p484,p485,p486,p481_t,p482_t,p483_t,p484_t,p485_t,p486_t,t48_calif
1084,106519103,2,M,20,6,Preparatoria,6,Sur,2,1,1,1,2,3,3,De acuerdo,De acuerdo,De acuerdo,Ninguna,En desacuerdo,En desacuerdo,6.25
1085,106601101,1,H,47,6,Preparatoria,5,Sur/Oriente,1,3,2,2,1,1,2,En desacuerdo,Ninguna,Ninguna,De acuerdo,De acuerdo,Ninguna,8.75
1086,106702102,2,M,22,8,Licenciatura,1,Noroeste,1,2,2,1,1,1,1,Ninguna,Ninguna,De acuerdo,De acuerdo,De acuerdo,De acuerdo,9.166666666666666
1087,106805102,2,M,53,3,Básica,5,Sur/Oriente,3,3,3,3,2,3,3,En desacuerdo,En desacuerdo,En desacuerdo,Ninguna,En desacuerdo,En desacuerdo,7.083333333333333
1088,106914101,1,H,74,1,Básica,3,Bajío,4,3,1,3,2,3,2,En desacuerdo,De acuerdo,En desacuerdo,Ninguna,En desacuerdo,Ninguna,6.666666666666666
1089,107001103,1,H,21,8,Licenciatura,6,Sur,3,3,1,2,2,1,1,En desacuerdo,De acuerdo,Ninguna,Ninguna,De acuerdo,De acuerdo,8.333333333333334
1090,107104102,1,H,52,3,Básica,5,Sur/Oriente,1,1,1,3,2,3,3,De acuerdo,De acuerdo,En desacuerdo,Ninguna,En desacuerdo,En desacuerdo,5.416666666666666
1091,107204101,2,M,51,3,Básica,6,Sur,1,1,3,1,1,3,3,De acuerdo,En desacuerdo,De acuerdo,De acuerdo,En desacuerdo,En desacuerdo,7.5
1092,107302103,1,H,18,6,Preparatoria,3,Bajío,2,3,1,3,1,2,3,En desacuerdo,De acuerdo,En desacuerdo,De acuerdo,Ninguna,En desacuerdo,7.083333333333333
1093,107405103,2,M,29,8,Licenciatura,4,CDMX,1,1,1,1,2,2,2,De acuerdo,De acuerdo,De acuerdo,Ninguna,Ninguna,Ninguna,7.083333333333333
1094,107503102,2,M,63,8,Licenciatura,6,Sur,1,3,1,1,2,2,3,En desacuerdo,De acuerdo,De acuerdo,Ninguna,Ninguna,En desacuerdo,7.5
1095,107603103,1,H,28,3,Básica,2,Noreste,1,3,1,1,1,1,3,En desacuerdo,De acuerdo,De acuerdo,De acuerdo,De acuerdo,En desacuerdo,8.333333333333334
1096,107701101,1,H,59,7,Preparatoria,1,Noroeste,1,1,1,1,2,2,2,De acuerdo,De acuerdo,De acuerdo,Ninguna,Ninguna,Ninguna,7.083333333333333
1097,107804102,2,M,25,8,Licenciatura,3,Bajío,1,2,2,1,1,1,2,Ninguna,Ninguna,De acuerdo,De acuerdo,De acuerdo,Ninguna,8.75
1098,107915102,2,M,48,6,Preparatoria,3,Bajío,4,2,2,2,2,2,3,Ninguna,Ninguna,Ninguna,Ninguna,Ninguna,En desacuerdo,7.083333333333333
1099,108001101,1,H,73,10,Posgrado,4,CDMX,1,2,3,1,1,1,1,Ninguna,En desacuerdo,De acuerdo,De acuerdo,De acuerdo,De acuerdo,9.583333333333334
1100,108120102,2,M,43,2,Básica,3,Bajío,3,3,1,1,1,2,3,En desacuerdo,De acuerdo,De acuerdo,De acuerdo,Ninguna,En desacuerdo,7.916666666666666
1101,108220101,1,H,53,3,Básica,2,Noreste,2,3,1,3,3,1,3,En desacuerdo,De acuerdo,En desacuerdo,En desacuerdo,De acuerdo,En desacuerdo,6.666666666666666
1102,108313101,2,M,74,2,Básica,2,Noreste,4,3,1,1,1,2,3,En desacuerdo,De acuerdo,De acuerdo,De acuerdo,Ninguna,En desacuerdo,7.916666666666666
1103,108402101,1,H,31,6,Preparatoria,6,Sur,1,2,2,1,1,1,2,Ninguna,Ninguna,De acuerdo,De acuerdo,De acuerdo,Ninguna,8.75
1104,108505101,1,H,56,8,Licenciatura,1,Noroeste,1,1,1,1,1,1,2,De acuerdo,De acuerdo,De acuerdo,De acuerdo,De acuerdo,Ninguna,7.916666666666666
1105,108605102,2,M,47,0,Sin estudios,6,Sur,1,2,1,3,2,3,3,Ninguna,De acuerdo,En desacuerdo,Ninguna,En desacuerdo,En desacuerdo,5.833333333333333
1106,108709102,2,M,50,2,Básica,6,Sur,3,2,1,3,3,3,3,Ninguna,De acuerdo,En desacuerdo,En desacuerdo,En desacuerdo,En desacuerdo,5.416666666666666
1107,108815103,2,M,30,3,Básica,3,Bajío,3,3,1,1,1,1,1,En desacuerdo,De acuerdo,De acuerdo,De acuerdo,De acuerdo,De acuerdo,9.166666666666666
1108,108901101,2,M,45,2,Básica,1,Noroeste,4,1,1,1,1,2,3,De acuerdo,De acuerdo,De acuerdo,De acuerdo,Ninguna,En desacuerdo,7.083333333333333
1109,109002103,2,M,19,6,Preparatoria,6,Sur,1,2,2,2,2,1,1,Ninguna,Ninguna,Ninguna,Ninguna,De acuerdo,De acuerdo,8.333333333333334
1110,109110102,2,M,68,0,Sin estudios,2,Noreste,3,3,1,2,1,2,2,En desacuerdo,De acuerdo,Ninguna,De acuerdo,Ninguna,Ninguna,7.916666666666666
1111,109208102,1,H,44,8,Licenciatura,6,Sur,3,3,3,2,2,2,1,En desacuerdo,En desacuerdo,Ninguna,Ninguna,Ninguna,De acuerdo,8.75
1112,109320102,2,M,42,2,Básica,5,Sur/Oriente,4,1,2,3,2,3,3,De acuerdo,Ninguna,En desacuerdo,Ninguna,En desacuerdo,En desacuerdo,5.833333333333333
1113,109410103,2,M,21,3,Básica,6,Sur,4,1,1,1,1,3,3,De acuerdo,De acuerdo,De acuerdo,De acuerdo,En desacuerdo,En desacuerdo,6.666666666666666
1114,109504103,2,M,80,0,Sin estudios,5,Sur/Oriente,3,2,1,2,1,2,2,Ninguna,De acuerdo,Ninguna,De acuerdo,Ninguna,Ninguna,7.5
1115,109614104,1,H,27,3,Básica,1,Noroeste,4,1,1,1,1,3,3,De acuerdo,De acuerdo,De acuerdo,De acuerdo,En desacuerdo,En desacuerdo,6.666666666666666
1116,109720102,2,M,40,3,Básica,3,Bajío,4,1,2,1,3,2,3,De acuerdo,Ninguna,De acuerdo,En desacuerdo,Ninguna,En desacuerdo,6.666666666666666
1117,109804102,1,H,23,8,Licenciatura,3,Bajío,1,1,2,2,1,2,3,De acuerdo,Ninguna,Ninguna,De acuerdo,Ninguna,En desacuerdo,7.083333333333333
1118,109903101,1,H,43,2,Básica,1,Noroeste,1,3,3,2,1,3,3,En desacuerdo,En desacuerdo,Ninguna,De acuerdo,En desacuerdo,En desacuerdo,7.916666666666666
1119,110005102,1,H,18,6,Preparatoria,5,Sur/Oriente,1,1,1,1,1,1,1,De acuerdo,De acuerdo,De acuerdo,De acuerdo,De acuerdo,De acuerdo,8.333333333333334
1120,110117101,2,M,30,8,Licenciatura,3,Bajío,3,2,2,2,2,1,1,Ninguna,Ninguna,Ninguna,Ninguna,De acuerdo,De acuerdo,8.333333333333334
1121,110202101,1,H,38,2,Básica,6,Sur,1,3,2,3,2,3,2,En desacuerdo,Ninguna,En desacuerdo,Ninguna,En desacuerdo,Ninguna,7.083333333333333
1122,110301102,1,H,48,6,Preparatoria,5,Sur/Oriente,1,3,3,1,3,3,3,En desacuerdo,En desacuerdo,De acuerdo,En desacuerdo,En desacuerdo,En desacuerdo,7.5
1123,110401101,1,H,36,6,Preparatoria,6,Sur,3,2,2,1,1,1,1,Ninguna,Ninguna,De acuerdo,De acuerdo,De acuerdo,De acuerdo,9.166666666666666
1124,110501102,2,M,35,3,Básica,4,CDMX,1,1,1,2,2,3,3,De acuerdo,De acuerdo,Ninguna,Ninguna,En desacuerdo,En desacuerdo,5.833333333333333
1125,110610105,1,H,20,6,Preparatoria,5,Sur/Oriente,3,2,1,2,2,1,1,Ninguna,De acuerdo,Ninguna,Ninguna,De acuerdo,De acuerdo,7.916666666666666
1126,110714102,1,H,28,3,Básica,6,Sur,2,1,2,1,2,2,3,De acuerdo,Ninguna,De acuerdo,Ninguna,Ninguna,En desacuerdo,7.083333333333333
1127,110819101,2,M,36,9,Posgrado,1,Noroeste,2,3,2,1,1,1,3,En desacuerdo,Ninguna,De acuerdo,De acuerdo,De acuerdo,En desacuerdo,8.75
1128,110908101,2,M,41,3,Básica,3,Bajío,4,2,1,1,1,2,2,Ninguna,De acuerdo,De acuerdo,De acuerdo,Ninguna,Ninguna,7.916666666666666
1129,111006103,2,M,25,2,Básica,5,Sur/Oriente,2,3,1,3,1,1,1,En desacuerdo,De acuerdo,En desacuerdo,De acuerdo,De acuerdo,De acuerdo,8.333333333333334
1130,111119101,1,H,51,2,Básica,6,Sur,4,3,1,3,3,2,2,En desacuerdo,De acuerdo,En desacuerdo,En desacuerdo,Ninguna,Ninguna,6.666666666666666
1131,111212101,2,M,42,6,Preparatoria,6,Sur,3,3,3,1,1,3,3,En desacuerdo,En desacuerdo,De acuerdo,De acuerdo,En desacuerdo,En desacuerdo,8.333333333333334
1132,111304102,2,M,68,8,Licenciatura,5,Sur/Oriente,1,1,1,1,1,1,1,De acuerdo,De acuerdo,De acuerdo,De acuerdo,De acuerdo,De acuerdo,8.333333333333334
1133,111408104,2,M,28,3,Básica,3,Bajío,3,1,1,3,1,1,1,De acuerdo,De acuerdo,En desacuerdo,De acuerdo,De acuerdo,De acuerdo,7.5
1134,111516104,2,M,24,3,Básica,6,Sur,4,3,1,3,3,3,3,En desacuerdo,De acuerdo,En desacuerdo,En desacuerdo,En desacuerdo,En desacuerdo,5.833333333333333
1135,111601101,1,H,30,6,Preparatoria,2,Noreste,1,3,2,2,1,2,2,En desacuerdo,Ninguna,Ninguna,De acuerdo,Ninguna,Ninguna,8.333333333333334
1136,111702101,1,H,38,8,Licenciatura,3,Bajío,1,3,2,3,2,2,2,En desacuerdo,Ninguna,En desacuerdo,Ninguna,Ninguna,Ninguna,7.5
1137,111813103,2,M,18,6,Preparatoria,1,Noroeste,2,2,1,3,3,1,1,Ninguna,De acuerdo,En desacuerdo,En desacuerdo,De acuerdo,De acuerdo,7.083333333333333
1138,111919102,2,M,77,0,Sin estudios,3,Bajío,4,2,2,2,3,3,1,Ninguna,Ninguna,Ninguna,En desacuerdo,En desacuerdo,De acuerdo,7.083333333333333
1139,112004101,1,H,44,0,Sin estudios,5,Sur/Oriente,3,1,1,3,1,1,1,De acuerdo,De acuerdo,En desacuerdo,De acuerdo,De acuerdo,De acuerdo,7.5
1140,112118102,2,M,36,2,Básica,6,Sur,4,1,3,3,3,3,3,De acuerdo,En desacuerdo,En desacuerdo,En desacuerdo,En desacuerdo,En desacuerdo,5.833333333333333
1141,112202101,1,H,33,6,Preparatoria,5,Sur/Oriente,3,1,2,2,3,3,3,De acuerdo,Ninguna,Ninguna,En desacuerdo,En desacuerdo,En desacuerdo,5.833333333333333
1142,112304101,1,H,53,3,Básica,4,CDMX,1,3,3,1,2,3,1,En desacuerdo,En desacuerdo,De acuerdo,Ninguna,En desacuerdo,De acuerdo,8.75
1143,112410102,2,M,49,9,Posgrado,3,Bajío,2,3,2,2,3,1,2,En desacuerdo,Ninguna,Ninguna,En desacuerdo,De acuerdo,Ninguna,7.916666666666666
1144,112501102,1,H,19,8,Licenciatura,6,Sur,1,1,1,2,1,1,2,De acuerdo,De acuerdo,Ninguna,De acuerdo,De acuerdo,Ninguna,7.5
1145,112603101,1,H,45,6,Preparatoria,4,CDMX,1,1,3,1,1,1,1,De acuerdo,En desacuerdo,De acuerdo,De acuerdo,De acuerdo,De acuerdo,9.166666666666666
1146,112716101,1,H,52,2,Básica,5,Sur/Oriente,4,1,1,3,3,3,3,De acuerdo,De acuerdo,En desacuerdo,En desacuerdo,En desacuerdo,En desacuerdo,5.0
1147,112804101,2,M,60,3,Básica,4,CDMX,1,1,2,3,3,3,3,De acuerdo,Ninguna,En desacuerdo,En desacuerdo,En desacuerdo,En desacuerdo,5.416666666666666
1148,112907102,2,M,44,2,Básica,6,Sur,4,1,1,2,3,1,1,De acuerdo,De acuerdo,Ninguna,En desacuerdo,De acuerdo,De acuerdo,7.083333333333333
1149,113001101,1,H,51,3,Básica,2,Noreste,1,3,1,1,1,1,1,En desacuerdo,De acuerdo,De acuerdo,De acuerdo,De acuerdo,De acuerdo,9.166666666666666
1150,113108101,1,H,77,2,Básica,3,Bajío,4,3,2,2,3,3,1,En desacuerdo,Ninguna,Ninguna,En desacuerdo,En desacuerdo,De acuerdo,7.5
1151,113201101,2,M,51,8,Licenciatura,5,Sur/Oriente,1,2,3,2,1,3,3,Ninguna,En desacuerdo,Ninguna,De acuerdo,En desacuerdo,En desacuerdo,7.5
1152,113301101,1,H,51,3,Básica,1,Noroeste,3,3,1,3,3,1,3,En desacuerdo,De acuerdo,En desacuerdo,En desacuerdo,De acuerdo,En desacuerdo,6.666666666666666
1153,113402101,1,H,72,2,Básica,6,Sur,4,1,1,1,1,3,1,De acuerdo,De acuerdo,De acuerdo,De acuerdo,En desacuerdo,De acuerdo,7.5
1154,113518104,2,M,19,3,Básica,6,Sur,4,3,3,3,1,3,3,En desacuerdo,En desacuerdo,En desacuerdo,De acuerdo,En desacuerdo,En desacuerdo,7.5
1155,113605103,1,H,40,8,Licenciatura,2,Noreste,1,1,2,1,1,2,2,De acuerdo,Ninguna,De acuerdo,De acuerdo,Ninguna,Ninguna,7.916666666666666
1156,113701102,2,M,24,8,Licenciatura,3,Bajío,1,1,2,2,1,1,1,De acuerdo,Ninguna,Ninguna,De acuerdo,De acuerdo,De acuerdo,8.333333333333334
1157,113812102,2,M,35,6,Preparatoria,3,Bajío,2,1,2,1,1,1,1,De acuerdo,Ninguna,De acuerdo,De acuerdo,De acuerdo,De acuerdo,8.75
1158,113907103,2,M,19,6,Preparatoria,2,Noreste,4,3,1,3,1,1,1,En desacuerdo,De acuerdo,En desacuerdo,De acuerdo,De acuerdo,De acuerdo,8.333333333333334
1159,114005101,1,H,25,8,Licenciatura,6,Sur,1,1,3,1,2,2,2,De acuerdo,En desacuerdo,De acuerdo,Ninguna,Ninguna,Ninguna,7.916666666666666
1160,114114101,2,M,56,2,Básica,3,Bajío,3,3,3,1,3,1,3,En desacuerdo,En desacuerdo,De acuerdo,En desacuerdo,De acuerdo,En desacuerdo,8.333333333333334
1161,114204102,2,M,52,3,Básica,2,Noreste,1,1,2,3,3,1,1,De acuerdo,Ninguna,En desacuerdo,En desacuerdo,De acuerdo,De acuerdo,7.083333333333333
1162,114301104,2,M,28,3,Básica,6,Sur,2,1,1,2,1,1,1,De acuerdo,De acuerdo,Ninguna,De acuerdo,De acuerdo,De acuerdo,7.916666666666666
1163,114403102,2,M,24,3,Básica,1,Noroeste,1,3,1,1,1,2,1,En desacuerdo,De acuerdo,De acuerdo,De acuerdo,Ninguna,De acuerdo,8.75
1164,114505101,2,M,30,8,Licenciatura,6,Sur,1,1,2,2,2,3,2,De acuerdo,Ninguna,Ninguna,Ninguna,En desacuerdo,Ninguna,6.666666666666666
1166,114702101,2,M,19,6,Preparatoria,1,Noroeste,1,2,3,1,1,1,1,Ninguna,En desacuerdo,De acuerdo,De acuerdo,De acuerdo,De acuerdo,9.583333333333334
1167,114803102,2,M,54,3,Básica,3,Bajío,1,3,3,2,2,2,3,En desacuerdo,En desacuerdo,Ninguna,Ninguna,Ninguna,En desacuerdo,7.916666666666666
1168,114904101,1,H,70,0,Sin estudios,5,Sur/Oriente,3,2,2,1,3,3,3,Ninguna,Ninguna,De acuerdo,En desacuerdo,En desacuerdo,En desacuerdo,6.666666666666666
1169,115004101,2,M,64,3,Básica,2,Noreste,1,2,1,1,2,2,2,Ninguna,De acuerdo,De acuerdo,Ninguna,Ninguna,Ninguna,7.5
1170,115116103,1,H,25,3,Básica,2,Noreste,4,3,2,1,3,2,2,En desacuerdo,Ninguna,De acuerdo,En desacuerdo,Ninguna,Ninguna,7.916666666666666
1171,115204103,2,M,19,6,Preparatoria,3,Bajío,4,1,2,2,2,1,1,De acuerdo,Ninguna,Ninguna,Ninguna,De acuerdo,De acuerdo,7.916666666666666
1172,115304102,2,M,37,2,Básica,1,Noroeste,4,1,2,2,3,3,3,De acuerdo,Ninguna,Ninguna,En desacuerdo,En desacuerdo,En desacuerdo,5.833333333333333
1173,115408102,2,M,35,5,Básica,5,Sur/Oriente,2,3,3,1,1,3,3,En desacuerdo,En desacuerdo,De acuerdo,De acuerdo,En desacuerdo,En desacuerdo,8.333333333333334
1174,115501102,2,M,25,6,Preparatoria,3,Bajío,3,2,3,2,1,1,1,Ninguna,En desacuerdo,Ninguna,De acuerdo,De acuerdo,De acuerdo,9.166666666666666
1175,115603104,2,M,45,8,Licenciatura,3,Bajío,1,3,2,1,1,1,1,En desacuerdo,Ninguna,De acuerdo,De acuerdo,De acuerdo,De acuerdo,9.583333333333334
1176,115702101,2,M,70,8,Licenciatura,1,Noroeste,1,3,1,3,1,1,1,En desacuerdo,De acuerdo,En desacuerdo,De acuerdo,De acuerdo,De acuerdo,8.333333333333334
1177,115802103,1,H,22,8,Licenciatura,1,Noroeste,1,3,1,1,2,1,2,En desacuerdo,De acuerdo,De acuerdo,Ninguna,De acuerdo,Ninguna,8.333333333333334
1178,115904101,2,M,24,6,Preparatoria,3,Bajío,1,3,2,2,2,2,3,En desacuerdo,Ninguna,Ninguna,Ninguna,Ninguna,En desacuerdo,7.5
1179,116020101,2,M,40,0,Sin estudios,6,Sur,4,3,2,1,2,1,2,En desacuerdo,Ninguna,De acuerdo,Ninguna,De acuerdo,Ninguna,8.75
1180,116120105,2,M,19,6,Preparatoria,3,Bajío,4,3,2,3,3,1,1,En desacuerdo,Ninguna,En desacuerdo,En desacuerdo,De acuerdo,De acuerdo,7.916666666666666
1181,116207102,1,H,20,3,Básica,5,Sur/Oriente,4,3,1,1,2,1,2,En desacuerdo,De acuerdo,De acuerdo,Ninguna,De acuerdo,Ninguna,8.333333333333334
1182,116305102,2,M,48,3,Básica,1,Noroeste,3,3,2,2,3,2,2,En desacuerdo,Ninguna,Ninguna,En desacuerdo,Ninguna,Ninguna,7.5
1183,116402102,2,M,38,8,Licenciatura,4,CDMX,1,3,3,1,1,1,1,En desacuerdo,En desacuerdo,De acuerdo,De acuerdo,De acuerdo,De acuerdo,10.0
1184,116508101,1,H,20,2,Básica,6,Sur,4,1,1,1,3,3,3,De acuerdo,De acuerdo,De acuerdo,En desacuerdo,En desacuerdo,En desacuerdo,5.833333333333333
1185,116603102,2,M,37,2,Básica,6,Sur,1,1,1,2,1,3,1,De acuerdo,De acuerdo,Ninguna,De acuerdo,En desacuerdo,De acuerdo,7.083333333333333
1186,116718103,2,M,20,6,Preparatoria,6,Sur,4,1,2,3,2,1,1,De acuerdo,Ninguna,En desacuerdo,Ninguna,De acuerdo,De acuerdo,7.5
1187,116803101,2,M,39,2,Básica,6,Sur,1,3,1,2,1,2,1,En desacuerdo,De acuerdo,Ninguna,De acuerdo,Ninguna,De acuerdo,8.333333333333334
1188,116915102,2,M,57,3,Básica,2,Noreste,3,1,3,1,3,3,3,De acuerdo,En desacuerdo,De acuerdo,En desacuerdo,En desacuerdo,En desacuerdo,6.666666666666666
1189,117001101,2,M,27,8,Licenciatura,4,CDMX,1,3,3,1,3,1,1,En desacuerdo,En desacuerdo,De acuerdo,En desacuerdo,De acuerdo,De acuerdo,9.166666666666666
1190,117107101,1,H,36,3,Básica,6,Sur,3,2,1,3,1,2,2,Ninguna,De acuerdo,En desacuerdo,De acuerdo,Ninguna,Ninguna,7.083333333333333
1191,117203101,2,M,29,6,Preparatoria,3,Bajío,1,1,2,1,1,2,2,De acuerdo,Ninguna,De acuerdo,De acuerdo,Ninguna,Ninguna,7.916666666666666
1192,117304102,2,M,57,2,Básica,6,Sur,4,1,1,1,3,3,3,De acuerdo,De acuerdo,De acuerdo,En desacuerdo,En desacuerdo,En desacuerdo,5.833333333333333
1193,117401102,2,M,50,6,Preparatoria,5,Sur/Oriente,1,2,2,1,2,3,3,Ninguna,Ninguna,De acuerdo,Ninguna,En desacuerdo,En desacuerdo,7.083333333333333
1194,117502102,2,M,38,3,Básica,4,CDMX,1,3,2,1,3,3,3,En desacuerdo,Ninguna,De acuerdo,En desacuerdo,En desacuerdo,En desacuerdo,7.083333333333333
1195,117601101,1,H,43,8,Licenciatura,2,Noreste,1,1,1,2,1,3,2,De acuerdo,De acuerdo,Ninguna,De acuerdo,En desacuerdo,Ninguna,6.666666666666666
1196,117720103,2,M,19,8,Licenciatura,2,Noreste,4,2,3,1,2,3,3,Ninguna,En desacuerdo,De acuerdo,Ninguna,En desacuerdo,En desacuerdo,7.5
1197,117815102,2,M,52,2,Básica,2,Noreste,2,1,3,2,3,3,1,De acuerdo,En desacuerdo,Ninguna,En desacuerdo,En desacuerdo,De acuerdo,7.083333333333333
1198,117904101,1,H,68,3,Básica,2,Noreste,1,3,1,3,3,1,2,En desacuerdo,De acuerdo,En desacuerdo,En desacuerdo,De acuerdo,Ninguna,7.083333333333333
1199,118005103,2,M,21,8,Licenciatura,5,Sur/Oriente,2,2,1,2,2,2,2,Ninguna,De acuerdo,Ninguna,Ninguna,Ninguna,Ninguna,7.083333333333333
1200,118104102,2,M,65,6,Preparatoria,3,Bajío,1,3,1,1,3,2,3,En desacuerdo,De acuerdo,De acuerdo,En desacuerdo,Ninguna,En desacuerdo,7.083333333333333
1201,118210102,2,M,69,2,Básica,2,Noreste,4,3,3,1,3,1,1,En desacuerdo,En desacuerdo,De acuerdo,En desacuerdo,De acuerdo,De acuerdo,9.166666666666666
1202,118302101,2,M,77,5,Básica,4,CDMX,1,3,2,3,2,1,1,En desacuerdo,Ninguna,En desacuerdo,Ninguna,De acuerdo,De acuerdo,8.333333333333334
1203,118401102,2,M,52,3,Básica,3,Bajío,1,1,2,3,3,2,2,De acuerdo,Ninguna,En desacuerdo,En desacuerdo,Ninguna,Ninguna,6.25
1204,118503102,2,M,55,8,Licenciatura,6,Sur,1,2,2,1,2,3,3,Ninguna,Ninguna,De acuerdo,Ninguna,En desacuerdo,En desacuerdo,7.083333333333333
1205,118604101,2,M,40,2,Básica,5,Sur/Oriente,1,3,3,1,2,1,1,En desacuerdo,En desacuerdo,De acuerdo,Ninguna,De acuerdo,De acuerdo,9.583333333333334
1206,118703101,1,H,21,8,Licenciatura,6,Sur,2,3,3,2,1,1,3,En desacuerdo,En desacuerdo,Ninguna,De acuerdo,De acuerdo,En desacuerdo,8.75
1207,118802103,2,M,19,6,Preparatoria,5,Sur/Oriente,3,3,1,3,3,1,1,En desacuerdo,De acuerdo,En desacuerdo,En desacuerdo,De acuerdo,De acuerdo,7.5
1208,118904102,2,M,32,8,Licenciatura,6,Sur,1,3,2,1,2,1,2,En desacuerdo,Ninguna,De acuerdo,Ninguna,De acuerdo,Ninguna,8.75
1209,119001103,1,H,32,8,Licenciatura,4,CDMX,1,3,3,1,3,3,3,En desacuerdo,En desacuerdo,De acuerdo,En desacuerdo,En desacuerdo,En desacuerdo,7.5
1210,119104106,1,H,18,3,Básica,2,Noreste,4,1,1,1,1,1,1,De acuerdo,De acuerdo,De acuerdo,De acuerdo,De acuerdo,De acuerdo,8.333333333333334
1211,119204102,1,H,48,3,Básica,3,Bajío,1,1,1,3,3,2,3,De acuerdo,De acuerdo,En desacuerdo,En desacuerdo,Ninguna,En desacuerdo,5.416666666666666
1212,119305101,1,H,31,2,Básica,1,Noroeste,3,3,3,3,3,3,3,En desacuerdo,En desacuerdo,En desacuerdo,En desacuerdo,En desacuerdo,En desacuerdo,6.666666666666666
1213,119414102,2,M,91,2,Básica,5,Sur/Oriente,3,1,1,3,1,1,1,De acuerdo,De acuerdo,En desacuerdo,De acuerdo,De acuerdo,De acuerdo,7.5
1214,119504102,2,M,36,3,Básica,3,Bajío,1,1,2,1,1,3,2,De acuerdo,Ninguna,De acuerdo,De acuerdo,En desacuerdo,Ninguna,7.5
1215,119605101,1,H,63,8,Licenciatura,4,CDMX,1,2,1,1,1,1,1,Ninguna,De acuerdo,De acuerdo,De acuerdo,De acuerdo,De acuerdo,8.75
1216,119704101,2,M,40,2,Básica,6,Sur,4,1,3,1,2,1,3,De acuerdo,En desacuerdo,De acuerdo,Ninguna,De acuerdo,En desacuerdo,7.916666666666666
1217,119808105,2,M,18,6,Preparatoria,5,Sur/Oriente,3,1,1,3,1,1,1,De acuerdo,De acuerdo,En desacuerdo,De acuerdo,De acuerdo,De acuerdo,7.5
1218,119903101,2,M,63,8,Licenciatura,3,Bajío,1,3,3,1,3,3,3,En desacuerdo,En desacuerdo,De acuerdo,En desacuerdo,En desacuerdo,En desacuerdo,7.5
1219,120005102,2,M,66,8,Licenciatura,1,Noroeste,4,2,1,2,1,1,1,Ninguna,De acuerdo,Ninguna,De acuerdo,De acuerdo,De acuerdo,8.333333333333334
1220,120101101,1,H,26,3,Básica,2,Noreste,1,2,1,1,1,1,3,Ninguna,De acuerdo,De acuerdo,De acuerdo,De acuerdo,En desacuerdo,7.916666666666666
1221,120205101,2,M,53,3,Básica,1,Noroeste,1,1,1,3,3,3,3,De acuerdo,De acuerdo,En desacuerdo,En desacuerdo,En desacuerdo,En desacuerdo,5.0
1222,120304101,1,H,55,8,Licenciatura,1,Noroeste,1,3,3,1,1,2,2,En desacuerdo,En desacuerdo,De acuerdo,De acuerdo,Ninguna,Ninguna,9.166666666666666
1223,120414101,2,M,84,2,Básica,3,Bajío,2,1,1,3,3,2,3,De acuerdo,De acuerdo,En desacuerdo,En desacuerdo,Ninguna,En desacuerdo,5.416666666666666
1224,120504101,1,H,20,3,Básica,2,Noreste,1,1,2,3,3,2,1,De acuerdo,Ninguna,En desacuerdo,En desacuerdo,Ninguna,De acuerdo,6.666666666666666
1225,120608102,2,M,65,5,Básica,1,Noroeste,3,3,2,2,1,1,1,En desacuerdo,Ninguna,Ninguna,De acuerdo,De acuerdo,De acuerdo,9.166666666666666
1226,120703101,1,H,78,2,Básica,2,Noreste,1,3,2,3,3,3,3,En desacuerdo,Ninguna,En desacuerdo,En desacuerdo,En desacuerdo,En desacuerdo,6.25
1227,120811102,2,M,18,2,Básica,3,Bajío,4,1,1,1,2,1,1,De acuerdo,De acuerdo,De acuerdo,Ninguna,De acuerdo,De acuerdo,7.916666666666666
1228,120901103,1,H,23,8,Licenciatura,2,Noreste,1,2,2,2,2,2,2,Ninguna,Ninguna,Ninguna,Ninguna,Ninguna,Ninguna,7.5
1229,121003102,2,M,87,8,Licenciatura,1,Noroeste,1,2,2,3,2,2,1,Ninguna,Ninguna,En desacuerdo,Ninguna,Ninguna,De acuerdo,7.5
1230,121120102,2,M,27,3,Básica,3,Bajío,4,1,1,3,2,2,2,De acuerdo,De acuerdo,En desacuerdo,Ninguna,Ninguna,Ninguna,6.25
1231,121204102,2,M,55,6,Preparatoria,5,Sur/Oriente,1,3,1,1,1,1,1,En desacuerdo,De acuerdo,De acuerdo,De acuerdo,De acuerdo,De acuerdo,9.166666666666666
1232,121320103,1,H,19,8,Licenciatura,6,Sur,4,2,1,2,2,1,2,Ninguna,De acuerdo,Ninguna,Ninguna,De acuerdo,Ninguna,7.5
1233,121419103,2,M,39,6,Preparatoria,3,Bajío,3,2,2,1,2,2,3,Ninguna,Ninguna,De acuerdo,Ninguna,Ninguna,En desacuerdo,7.5
1234,121502103,2,M,30,3,Básica,3,Bajío,4,3,2,2,2,2,2,En desacuerdo,Ninguna,Ninguna,Ninguna,Ninguna,Ninguna,7.916666666666666
1235,121602103,1,H,32,6,Preparatoria,5,Sur/Oriente,2,2,2,2,3,2,3,Ninguna,Ninguna,Ninguna,En desacuerdo,Ninguna,En desacuerdo,6.666666666666666
1236,121715103,1,H,36,3,Básica,6,Sur,2,1,3,1,2,1,1,De acuerdo,En desacuerdo,De acuerdo,Ninguna,De acuerdo,De acuerdo,8.75
